Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/?p=digitallibrary/digitalcontent&id=80784,2,1,0:07:22,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80788,4,2,0:00:20,2,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80789,5,3,0:03:03,2,50.00%,60.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80797,2,1,0:00:14,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80801,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80803,5,4,0:00:28,3,33.33%,40.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80804,2,2,0:06:29,2,50.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80808,2,1,0:00:55,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80818,3,2,0:01:04,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80820,7,3,0:01:35,3,0.00%,28.57%,$0.00 
/?p=digitallibrary/digitalcontent&id=80829,32,19,0:02:32,16,37.50%,34.38%,$0.00 
/?p=digitallibrary/digitalcontent&id=80830,14,10,0:03:04,4,25.00%,28.57%,$0.00 
/?p=digitallibrary/digitalcontent&id=80838,2,2,0:01:11,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80844,3,2,0:00:04,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80958,2,1,0:00:20,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80980,3,1,0:00:12,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80989,3,2,0:00:49,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80990,8,2,0:00:27,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80991,9,4,0:00:19,2,100.00%,22.22%,$0.00 
/?p=digitallibrary/digitalcontent&id=80992,9,2,0:00:18,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80993,26,6,0:01:18,5,20.00%,11.54%,$0.00 
/?p=digitallibrary/digitalcontent&id=80994,2,2,0:00:39,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=80997,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81022,3,1,0:00:13,1,0.00%,33.33%,$0.00 
/?p=digitallibrary/digitalcontent&id=81029,2,1,0:00:10,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81033,4,1,0:00:10,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81036,5,1,0:00:31,1,0.00%,20.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81046,2,1,0:00:09,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81062,2,1,0:00:26,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81063,5,3,0:00:50,2,50.00%,40.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81065,3,1,0:00:11,1,0.00%,33.33%,$0.00 
/?p=digitallibrary/digitalcontent&id=81067,5,3,0:00:19,2,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81072,2,1,0:00:41,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81074,2,1,0:00:19,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81078,11,2,0:00:31,1,0.00%,9.09%,$0.00 
/?p=digitallibrary/digitalcontent&id=81080,2,1,0:00:32,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81081,2,1,0:01:09,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81082,8,4,0:01:25,4,50.00%,37.50%,$0.00 
/?p=digitallibrary/digitalcontent&id=81083,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81084,2,1,0:02:46,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81086,3,1,0:00:48,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81087,5,3,0:00:17,3,33.33%,60.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81097,4,3,0:01:08,2,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81105,3,1,0:00:07,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81107,2,1,0:00:12,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81108,3,1,0:01:48,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81111,2,2,0:00:17,2,50.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81118,7,4,0:03:32,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81130,2,1,0:00:40,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81149,2,2,0:00:04,1,100.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81150,8,6,0:01:32,5,60.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81155,8,1,0:00:26,1,0.00%,12.50%,$0.00 
/?p=digitallibrary/digitalcontent&id=81156,2,1,0:00:27,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81249,9,2,0:00:30,0,0.00%,22.22%,$0.00 
/?p=digitallibrary/digitalcontent&id=81261,3,2,0:00:32,1,0.00%,33.33%,$0.00 
/?p=digitallibrary/digitalcontent&id=81283,2,1,0:00:36,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81284,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81288,3,1,0:00:49,1,0.00%,33.33%,$0.00 
/?p=digitallibrary/digitalcontent&id=81291,2,1,0:00:26,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81295,3,2,0:00:49,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81318,13,2,0:00:42,2,0.00%,15.38%,$0.00 
/?p=digitallibrary/digitalcontent&id=81319,2,1,0:00:21,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81330,2,2,0:04:47,1,100.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81359,2,1,0:01:12,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81363,3,1,0:00:37,1,0.00%,33.33%,$0.00 
/?p=digitallibrary/digitalcontent&id=81382,8,5,0:05:35,4,50.00%,37.50%,$0.00 
/?p=digitallibrary/digitalcontent&id=81423,5,1,0:00:14,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitalcontent&id=81644,3,1,0:00:25,1,0.00%,33.33%,$0.00 
/?p=digitallibrary/digitallibrary,261,102,0:00:35,26,11.54%,7.66%,$0.00 
/?p=digitallibrary/digitallibrary&browse=,11,7,0:00:07,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=#,6,4,0:00:06,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=A,46,9,0:00:13,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=B,25,7,0:01:37,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=C,38,13,0:00:32,1,100.00%,7.89%,$0.00 
/?p=digitallibrary/digitallibrary&char=D,13,4,0:00:11,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=E,5,3,0:00:23,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=F,19,9,0:00:35,1,0.00%,10.53%,$0.00 
/?p=digitallibrary/digitallibrary&char=G,14,8,0:00:23,1,100.00%,7.14%,$0.00 
/?p=digitallibrary/digitallibrary&char=H,12,6,0:00:14,1,100.00%,8.33%,$0.00 
/?p=digitallibrary/digitallibrary&char=I,8,2,0:00:11,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=J,7,3,0:00:17,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=K,7,2,0:00:09,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=L,7,4,0:00:21,1,100.00%,14.29%,$0.00 
/?p=digitallibrary/digitallibrary&char=M,17,5,0:00:22,0,0.00%,5.88%,$0.00 
/?p=digitallibrary/digitallibrary&char=N,3,2,0:00:13,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=O,8,4,0:00:30,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=P,8,5,0:00:17,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=R,12,4,0:00:11,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=S,26,7,0:00:26,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=T,33,9,0:00:11,1,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=U,4,3,0:00:07,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=V,3,2,0:00:10,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=W,12,7,0:00:15,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=Y,5,3,0:00:07,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/digitallibrary&char=Z,2,2,0:00:12,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/request&id=11&fileid=2179&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=11,2,1,0:13:51,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/request&id=76536&fileid=1568&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=76536,3,1,0:00:31,1,0.00%,33.33%,$0.00 
/?p=digitallibrary/request&id=76539&fileid=1598&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=76539,3,3,0:00:31,1,100.00%,66.67%,$0.00 
/?p=digitallibrary/request&id=76667&fileid=768&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=76667,2,1,0:00:45,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=77037&fileid=952&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77037,8,7,0:00:47,7,85.71%,87.50%,$0.00 
/?p=digitallibrary/request&id=77069&fileid=2220&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77069,3,2,0:01:43,2,50.00%,66.67%,$0.00 
/?p=digitallibrary/request&id=77113&fileid=2437&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77113,3,2,0:00:28,2,0.00%,33.33%,$0.00 
/?p=digitallibrary/request&id=77227&fileid=2791&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77227,2,1,0:00:17,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/request&id=77435&fileid=3371&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77435,2,1,0:00:40,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=77612&fileid=3949&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77612,6,2,0:00:13,2,0.00%,16.67%,$0.00 
/?p=digitallibrary/request&id=77612&fileid=3952&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77612,2,1,0:00:18,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=77621&fileid=3974&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77621,4,4,0:00:24,3,66.67%,50.00%,$0.00 
/?p=digitallibrary/request&id=77874&fileid=4331&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=77874,2,1,0:02:19,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=78008&fileid=4438&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=78008,2,1,0:00:31,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=78121&fileid=4551&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=78121,2,1,0:00:51,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/request&id=78286&fileid=4716&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=78286,2,1,0:01:44,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/request&id=78335&fileid=4765&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=78335,4,1,0:01:27,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/request&id=79084&fileid=5515&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=79084,2,1,0:00:24,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=79311&fileid=5742&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=79311,2,1,0:00:12,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=79528&fileid=5961&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=79528,2,1,0:00:46,0,0.00%,0.00%,$0.00 
/?p=digitallibrary/request&id=79593&fileid=6213&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=79593,2,1,0:05:16,0,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=79734&fileid=6762&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=79734,2,1,0:00:10,1,0.00%,50.00%,$0.00 
/?p=digitallibrary/request&id=80139&fileid=9035&referer=archivedb.carleton.edu/?p=digitallibrary/digitalcontent&id=80139,2,1,0:02:41,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects,45,31,0:00:10,8,25.00%,11.11%,$0.00 
/?p=subjects/subjects&browse=&subjecttypeid=0,5,4,0:00:10,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects&browse=&subjecttypeid=2,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects&char=C,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects&char=F,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects&char=R,2,1,0:00:06,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects&char=S,2,2,0:00:06,0,0.00%,50.00%,$0.00 
/?p=subjects/subjects&subjecttypeid=10,3,3,0:00:24,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects&subjecttypeid=2,5,2,0:00:24,1,0.00%,0.00%,$0.00 
/?p=subjects/subjects&subjecttypeid=3,4,2,0:00:05,0,0.00%,0.00%,$0.00 
/?p=subjects/subjects&subjecttypeid=8,4,4,0:00:17,0,0.00%,25.00%,$0.00 
/31/,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/index.php,578,379,0:01:06,155,23.87%,18.69%,$0.00 
/index.php?p=,69,25,0:00:28,7,71.43%,10.14%,$0.00 
/index.php?p=accessions/accession&id=1004&q=csa,2,1,0:02:57,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1010&q=2007-01-24,2,2,0:00:26,0,0.00%,50.00%,$0.00 
"/index.php?p=accessions/accession&id=1018&q=""Student+Fee""+",2,1,0:00:34,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1021&q=2007-09-09,2,2,0:00:22,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1029&q=2008-04-03,3,1,0:00:31,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1039&q=2008-07-25/2,2,2,0:04:01,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1054&q=xx,2,1,0:00:35,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1088&q=history+comp,4,1,0:00:16,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1092&q=learning+and+teaching+center,8,2,0:01:51,0,0.00%,25.00%,$0.00 
/index.php?p=accessions/accession&id=1111&q=centennial,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1163&q=qualey,2,2,0:00:52,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1209&q=1990-06-15,2,2,0:00:20,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1209&q=bea+liu,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1209&q=xx,4,2,0:00:49,0,0.00%,25.00%,$0.00 
/index.php?p=accessions/accession&id=1210&q=1990-06-15,3,3,0:00:41,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1210&q=letters,2,2,0:00:01,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1211&q=1990-06-15,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1213&q=1990-06-15,2,2,0:00:35,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1234&q=Commission+on+the+Status+of+Women,3,1,0:07:45,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1243&q=+xx,2,1,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1243&q=xx,4,2,0:00:47,1,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1255&q=csa,2,1,0:01:23,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1257&q=jarchow,2,2,0:00:18,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1310&q=learning+and+teaching+center,3,2,0:00:52,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1315&q=brauer,3,1,0:01:27,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1316&q=1998-09-07,3,3,0:00:58,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1317&q=1999-06-24,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1323&q=2000-06-27,2,2,0:00:25,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1337&q=2003-05-28,2,2,0:00:33,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1397&q=viet+nam,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1404&q=+art,2,1,0:09:42,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1404&q=jacobson+ray,4,1,0:01:24,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1409&q=2012-02-20,5,4,0:00:10,0,0.00%,20.00%,$0.00 
/index.php?p=accessions/accession&id=1409&q=goodsell,2,2,0:00:16,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1412&q=+Japanese+Festival+of+the+Arts,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1420&q=2012-03-16,2,2,0:03:21,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1422&q=publications,5,2,0:00:07,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1422&q=samples,2,1,0:09:36,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1429&q=2012-04-18,2,2,0:02:26,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1432,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1435&q=2012-05-08,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1437&q=divestment,2,1,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1445&q=goodsell,2,2,0:14:03,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1448&q=2012-06-12,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1449&q=2012-06-12,2,2,0:00:20,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1449&q=publications,5,3,0:02:21,1,0.00%,20.00%,$0.00 
/index.php?p=accessions/accession&id=1460&q=mud+tug,2,2,0:01:33,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1462&q=Gridley+floor+plan,3,1,0:03:02,0,0.00%,33.33%,$0.00 
/index.php?p=accessions/accession&id=1467&q=paas+roger,2,2,0:00:26,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1478&q=2012-08,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1478&q=learning+and+teaching+center+ltc+dean,2,2,0:00:05,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1482&q=2012-10-02,2,2,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1483&q=publications,5,2,0:00:45,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1486&q=parish+house,3,2,0:00:16,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1495&q=2012-12-31,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1497&q=acm+india,2,2,0:00:59,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1498&q=2010-07-01,2,1,0:00:17,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1500&q=2012-08-01,5,3,0:02:32,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1509&q=2013-06-03,2,2,0:00:13,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1517&q=oden,2,1,0:27:47,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1519&q=2013-08-01,2,2,0:04:24,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1529&q=sports+info,3,3,0:02:08,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1529&q=sports+information,2,2,0:00:34,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1530&q=carltalk,4,3,0:14:18,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1532&q=2013-08-06,2,2,0:00:03,1,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1535&q=laird+hall,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1548&q=japan,2,1,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1548&q=japanese,2,2,0:02:42,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1548&q=japanese+american,2,1,0:02:38,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1559&q=southern+ocean,2,2,0:02:44,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1561,3,3,0:00:09,0,0.00%,33.33%,$0.00 
/index.php?p=accessions/accession&id=1561&q=2012-08-09,4,1,0:00:12,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1562&q=2013-08-21,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1569&q=physics+comps,2,1,0:03:17,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1573&q=2013-06-27,2,2,0:11:16,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1579&q=2013-06-26/2,2,2,0:01:14,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1583&q=strong,2,1,0:01:03,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1584&q=2013-06-27/1,3,3,0:02:36,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1586&q=2013-08-27,6,4,0:01:09,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1586&q=meera+sehgal,2,1,0:07:27,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1586&q=personnel+files+maintained,2,1,0:00:54,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1589,6,1,0:00:35,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1589&q=2013-08-30,2,2,0:00:36,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1594&q=2013-09-05/3,2,1,0:00:55,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1596&q=photographers+and+authors+portraits,4,2,0:02:20,1,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1596&q=portrait+author,3,2,0:00:09,0,0.00%,33.33%,$0.00 
/index.php?p=accessions/accession&id=1620&q=Women+Cabin,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1630&q=commencement+,2,1,0:00:16,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1638&q=oden,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1644,3,3,0:06:22,1,0.00%,33.33%,$0.00 
/index.php?p=accessions/accession&id=1644&q=sports+information,2,2,0:00:16,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1660&q=2014-04-23,3,3,0:01:23,0,0.00%,66.67%,$0.00 
/index.php?p=accessions/accession&id=1660&q=ian+barbour,4,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1660&q=Ian+barbour,3,1,0:00:13,0,0.00%,33.33%,$0.00 
/index.php?p=accessions/accession&id=1668&q=letters,2,1,0:02:04,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1669&q=2014-06-18,2,2,0:03:38,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1670&q=2014-06-18/2,3,2,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1675&q=Arakel,2,1,0:01:04,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1675&q=Sivaslian,3,2,0:00:26,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1675&q=sivaslian,2,2,0:22:11,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1678&q=druid,2,2,0:00:17,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1678&q=Druid+archives,3,2,0:00:26,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1682,2,1,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1682&q=2014-06,2,2,0:00:18,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1682&q=2014-06-19,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1682&q=central+records+organizations,2,1,0:03:26,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1685&q=2014-06,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1685&q=2014-06-19,4,2,0:01:10,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1691&q=2014-06-2,2,1,0:00:29,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1695&q=class+of+1963,2,2,0:02:32,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1696&q=accreditation,2,2,0:19:29,0,0.00%,50.00%,$0.00 
/index.php?p=accessions/accession&id=1697&q=2014-06-2,4,2,0:00:30,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1705&q=2014-06-2,2,1,0:01:42,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1707&q=2014-06-2,2,2,0:00:35,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1708&q=2014-06,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=accessions/accession&id=1708&q=2014-06-24,3,3,0:00:17,0,0.00%,0.00%,$0.00 
